"Month","State.Postal.Code","Population.Staying.at.Home","Population.Not.Staying.at.Home","Number.of.Trips","Number.of.Trips.1","Number.of.Trips.1.3","Number.of.Trips.3.5","Number.of.Trips.5.10","Number.of.Trips.10.25","Number.of.Trips.25.50","Number.of.Trips.50.100","Number.of.Trips.100.250","Number.of.Trips.250.500","Number.of.Trips.500","year"
"205",5,"AK",5467161,17323481,106955747,29949805,32166396,14606972,15241558,9826139,3492324,1051106,331440,107380,182627,2019
"206",5,"AL",23678112,127382842,629193695,125300711,164062886,86150582,105685313,101918023,32633836,9463528,2913768,667822,397226,2019
"207",5,"AR",15260385,77882711,381272891,80529967,100364431,50376942,61871663,57954430,20154907,7252971,1990005,475650,301925,2019
"208",5,"AZ",41543823,180097683,864718298,200886262,225283194,108155760,134674915,140017907,37647635,11044437,4760589,1054292,1193307,2019
"209",5,"CA",249260073,973260143,5124203923,1313376288,1372046792,590273889,746716931,747583080,245132102,73475049,21390673,5028983,9180136,2019
"210",5,"CO",36984205,139038631,859661988,200765490,241125019,108820026,133226850,123014518,34508839,11276176,3724835,835939,2364296,2019
"211",5,"CT",22018171,88395924,468752625,99132660,125861899,59739921,75900388,75483378,21946670,5913479,1535546,733457,2505227,2019
"212",5,"DC",6548666,15160882,112207281,40075703,28939504,16115715,16752827,8217872,1209358,257292,191823,113087,334100,2019
"213",5,"DE",5637518,24253116,113642231,24407581,29523010,13457675,19194289,18144691,6086517,1530778,608381,419448,269861,2019
"214",5,"FL",97005360,561255522,2696673182,649970556,698697719,348382963,445657750,406139979,106983636,26563958,9664424,2076655,2535542,2019
"215",5,"GA",55025978,270081035,1314185677,277870056,335526552,166889535,218337859,213379976,70898978,18115704,8387098,2605163,2174756,2019
"216",5,"HI",9184118,34716532,175561886,51663843,45211941,18884685,25185178,30226387,3241777,724623,240190,64233,119029,2019
"217",5,"IA",18921645,78619762,451803919,95203953,121576434,56285447,70352389,70645578,25099647,8510553,2674350,696231,759337,2019
"218",5,"ID",10377565,43836692,224256412,47830599,65220810,31375971,34995967,28062364,10345857,4121506,1601859,290940,410539,2019
"219",5,"IL",84631360,309134763,1809227676,443520091,453091652,232456475,283786519,275668266,84858486,18765316,8820891,3254734,5005246,2019
"220",5,"IN",38850067,167964139,913502851,207345785,227270565,116728695,147693868,149930375,44854484,11878373,5101314,1337983,1361409,2019
"221",5,"KS",17464878,72515753,418961155,101648029,113025981,48885085,60640399,62014255,21805592,7086672,2679268,582133,593741,2019
"222",5,"KY",25967656,112129346,628002998,125389928,161392483,84191406,106783983,103394728,32171594,9133092,3610370,1266518,668896,2019
"223",5,"LA",23918586,120099075,690846484,162569866,175232472,89890680,114602453,99690458,33272351,11782251,2952372,448293,405288,2019
"224",5,"MA",46398275,166914368,1077145520,249363644,299617584,140000692,163846404,159958819,45330098,9598782,2778547,852684,5798266,2019
"225",5,"MD",34717481,152034269,802417097,182419562,203123951,95456863,131353444,137293617,38308904,7397867,3301281,1327149,2434459,2019
"226",5,"ME",8966603,32397131,155434315,26914633,38123994,21252142,25271798,28205420,10692319,3312940,964291,220815,475963,2019
"227",5,"MI",59419513,249506740,1332395668,287126830,325675322,173332415,230067523,223420420,66549021,16022447,6065013,1595781,2540896,2019
"228",5,"MN",32124864,141290097,800028680,182661263,192930087,92638191,124401025,141888790,44101499,13779876,5408865,733003,1486081,2019
"229",5,"MO",38147488,151191987,817268587,176509758,205882338,99407221,130337343,141157663,44653300,12430547,4610280,1161018,1119119,2019
"230",5,"MS",14338715,77960809,366548192,83298232,95669985,42270205,56364321,57166334,21250284,7160068,2451904,624818,292041,2019
"231",5,"MT",7228801,25601997,148818056,38510806,44422980,18564906,19225303,14899842,7396837,4102324,1321904,166130,207024,2019
"232",5,"NC",51264454,269643857,1476639280,306102108,392991597,197732049,247113810,235604738,70453411,17145144,5565438,1700676,2230309,2019
"233",5,"ND",4567580,18922825,109440711,28881640,31648792,14654625,12753577,10648131,5501016,3713233,1399201,152914,87582,2019
"234",5,"NE",11184646,48439948,277877772,62482500,77549298,36410203,44054258,37760499,12381829,4941911,1539127,314642,443505,2019
"235",5,"NH",7917567,34004074,171475456,26684163,38806409,23624734,29884434,33857235,12813508,3179340,1181085,217047,1227501,2019
"236",5,"NJ",58039708,217280375,1267341650,333501146,342472006,151084089,181730184,175112351,57279744,15271961,5449527,1810959,3629683,2019
"237",5,"NM",12193161,52566552,320099871,73486333,91972192,42626179,48809628,36829572,14729755,8286919,2615554,491826,251913,2019
"238",5,"NV",19710656,74067971,377212808,98275761,96026521,48184496,62260799,53863548,10375482,4731222,2289775,649357,555847,2019
"239",5,"NY",153033812,450922944,2959858885,812746006,754295288,371377999,461963176,407322210,105076770,25871571,9906731,2543543,8755591,2019
"240",5,"OH",70593887,290671216,1522189932,335903191,365825571,188004910,260684082,275325892,68018104,17190627,5788311,2621845,2827399,2019
"241",5,"OK",21874608,99987136,508434614,122548553,129382826,59061691,76926612,84135766,24748876,8096946,2846565,446578,240201,2019
"242",5,"OR",27870437,101644494,546113476,126888718,164494456,73828723,74553443,73512226,20768282,7059172,2715290,540584,1752582,2019
"243",5,"PA",82070599,313734766,1607936371,365825676,415899547,205148564,267455566,254679192,66158706,19861770,8552876,2248276,2106198,2019
"244",5,"RI",6338687,26337886,136550942,28643421,34926055,17887986,23481671,22988125,6120906,1156751,371866,97137,877024,2019
"245",5,"SC",24691581,132434492,664091303,134822128,176003296,88305107,108785717,111529241,31131612,8643644,3040818,728088,1101652,2019
"246",5,"SD",5325066,21940519,131191018,33024273,37314598,15944726,16939019,15882099,7012055,3407703,1324219,175230,167096,2019
"247",5,"TN",36361021,172867837,925319086,187237123,241377797,119839803,154929018,160046053,42993530,11757030,4208450,1493687,1436595,2019
"248",5,"TX",138558405,748479036,3583294632,853188583,922508058,423784382,542625379,568961487,185830710,56588975,21495507,4451079,3860472,2019
"249",5,"UT",20270350,77424321,440769458,103706118,122565581,58619762,65836420,57526166,20291967,6008958,4270801,959081,984604,2019
"250",5,"VA",47312961,215928344,1199789799,278075812,317209684,152184037,191989465,185705757,52241911,12434272,4623030,1778366,3547465,2019
"251",5,"VT",4200137,15155767,77602919,13916157,20358149,11200531,12250623,12971833,4749863,1063274,489795,134535,468159,2019
"252",5,"WA",43966620,188922740,976155927,207839738,267579519,132525399,160519375,146871364,41356253,11304666,4431108,583286,3145219,2019
"253",5,"WI",32678868,146990932,801679809,161144799,192022335,98778079,139494359,141241660,47129687,13556748,4988165,1063351,2260626,2019
"254",5,"WV",11963415,43846195,210938396,42598119,56652993,27968626,34162402,32917678,11014660,3584399,1369302,280050,390167,2019
"255",5,"WY",4044918,13810152,91847806,23338228,28677501,12886679,8843854,7237677,5953198,3622336,1050226,112109,125998,2019
"256",6,"AK",5247511,16807949,108101006,30539883,32343806,14189025,15094071,9931374,4252686,1037639,430112,91455,190955,2019
"257",6,"AL",24071804,122116216,585851973,115166818,153080257,79529423,97133767,96386566,31431414,9242228,2833080,672535,375885,2019
"258",6,"AR",15276933,74861547,359899427,75041880,95528533,47227393,57450627,55733098,19436202,6839849,1871689,449655,320501,2019
"259",6,"AZ",41671860,172819920,842933330,195584046,222701252,105910213,130953506,133465597,36952036,10371284,4536584,1142823,1315989,2019
"260",6,"CA",236909402,946174678,5147101020,1320771038,1353005381,586549294,753000943,767409315,254954508,75311478,21913060,5301146,8884857,2019
"261",6,"CO",36042305,134302375,834761800,194335137,231752191,104833264,128275417,121375930,35458379,11539957,3851610,873839,2466076,2019
"262",6,"CT",21500906,85351444,468640125,100431584,122641527,59694486,76792008,77099875,22041806,5931043,1455765,611847,1940184,2019
"263",6,"DC",6317709,14691531,106630859,37487785,27397379,15311113,16199184,8065807,1278594,258753,191162,120050,321032,2019
"264",6,"DE",5503235,23423185,112111712,24013968,29062259,13261886,18393564,18365725,6275719,1541932,651705,328519,216435,2019
"265",6,"FL",100942865,536083795,2477457982,588560529,635669680,315575638,407993800,385562037,103261187,26085789,9829915,2230653,2688754,2019
"266",6,"GA",55426610,259193080,1231993089,259263727,312315907,153981917,202270781,203800938,69715090,17681447,8038685,2619209,2305388,2019
"267",6,"HI",9094211,33390289,168260004,48273836,43758311,18033849,24448456,29260720,3335611,741283,208991,59061,139886,2019
"268",6,"IA",18366615,76028295,437615256,91107973,118163220,54043251,67077429,69676803,25156540,8431984,2646179,655298,656579,2019
"269",6,"ID",10136465,42328945,229622291,49182454,67964951,32253040,35066137,28018955,10652762,4250737,1621554,284969,326732,2019
"270",6,"IL",82520911,298543079,1773408397,440430928,440164554,219925299,280013072,276573224,84121827,17759221,7946973,2839215,3634084,2019
"271",6,"IN",38861857,161280923,869063439,196669624,216802891,109043740,140101948,143907378,43524815,11828734,4669396,1260846,1254067,2019
"272",6,"KS",17122767,69955263,401570429,96360955,106866873,45919842,57788710,62147483,21658209,7012781,2628414,579595,607567,2019
"273",6,"KY",26396435,107245825,581174783,114818479,149687662,77176135,96995769,97288087,30899874,8963712,3543563,1104778,696724,2019
"274",6,"LA",24112729,115259201,643372134,148430557,163311942,82904574,108618094,93561806,31162462,11629981,2903429,442074,407215,2019
"275",6,"MA",45303678,161127912,1066818271,249064517,291164960,138741828,164202547,159142226,45957038,9872835,2920379,755807,4996134,2019
"276",6,"MD",33384359,147343141,785566664,177610402,195723468,92598960,128635355,137606762,39115126,7601496,3483853,1108674,2082568,2019
"277",6,"ME",8844774,31184646,154805144,27062552,38583666,20445317,24992280,27683871,11350335,3150512,876803,177936,481872,2019
"278",6,"MI",58420337,240540553,1297252557,280994369,316490364,164433317,219782356,222732803,67093668,15911861,5798161,1515123,2500535,2019
"279",6,"MN",31778220,136042710,746118552,166975133,176910949,85698350,116568864,135398574,43064063,13656010,5509455,744244,1592910,2019
"280",6,"MO",37331042,145900708,782001794,167460664,197595997,93580170,123980321,137133775,43597027,11845240,4545442,1090535,1172623,2019
"281",6,"MS",14555869,74766251,336967282,75036678,88489358,38911458,50689499,53276311,20421996,6956425,2358772,545018,281767,2019
"282",6,"MT",7135785,24635955,145319301,36926782,43359987,17678093,18581287,14802520,7795906,4430028,1367477,177379,199842,2019
"283",6,"NC",50968855,259587575,1439699962,298124217,385501230,192788644,237822861,229567827,69982449,16897803,5457294,1598491,1959146,2019
"284",6,"ND",4594502,18138148,98056638,24255804,27827892,13197983,11619539,10186514,5438547,3837426,1442989,165618,84326,2019
"285",6,"NE",11054740,46646480,262687517,57623299,72290724,34233950,42031762,37071955,12230500,4927685,1511978,333022,432642,2019
"286",6,"NH",7828423,32740907,169961437,26284738,38432153,22662239,29812706,34060727,13087311,3115371,1115185,198326,1192681,2019
"287",6,"NJ",55620331,210818459,1276412989,342454669,340011686,150880789,182797869,176072248,57856680,15824002,5565165,1594971,3354910,2019
"288",6,"NM",11946173,50724517,319098829,73150648,92093859,42120469,48969684,36219447,15155901,8230793,2489907,406337,261784,2019
"289",6,"NV",19170980,71582530,373893437,97486671,96313476,46263257,60315857,54000543,11018137,4783978,2414985,655862,640671,2019
"290",6,"NY",146375821,438098459,2998903313,830984958,754248160,373906473,470040385,416016085,107388149,26232417,9602251,2293517,8190918,2019
"291",6,"OH",70045174,279566216,1473981545,324560101,353839634,179584118,252634827,267803683,68274855,16952035,5372442,2323919,2635931,2019
"292",6,"OK",21325990,96604730,482459313,115302720,122939723,55906487,72701726,79902573,24159799,7978130,2813123,465572,289460,2019
"293",6,"OR",27231375,98105655,554686911,129428463,168666333,73496120,75147304,74716233,21206695,7296287,2623246,528593,1577637,2019
"294",6,"PA",79091548,303945902,1591280404,364205023,409712992,200161564,263453066,253917724,66810852,19972934,8851843,2090415,2103991,2019
"295",6,"RI",6145021,25477469,143401787,30554763,36574672,18379160,24218364,24847399,6845531,1061971,335874,110300,473753,2019
"296",6,"SC",25203083,126854407,618193366,123512641,163735057,79163381,101296974,106447720,30799974,8495581,2951404,696999,1093635,2019
"297",6,"SD",5209581,21176469,124853754,30705682,34687379,15012436,16485001,15739307,7077435,3448789,1368430,173675,155620,2019
"298",6,"TN",37226397,165253143,859099979,172878774,223700522,110246807,141895576,149657646,42107155,11678958,4175357,1448248,1310936,2019
"299",6,"TX",137955382,720467948,3380546176,785261829,860362435,397632932,515128979,552823210,183337486,56172147,21532667,4506467,3788024,2019
"300",6,"UT",19789284,74753946,441252104,103477648,124186817,57656819,65946578,57726852,19921539,6215867,4266695,954280,899009,2019
"301",6,"VA",46083185,208666465,1160555647,267235512,302237528,146535956,186387022,183490213,52486028,12414017,4698527,1676202,3394642,2019
"302",6,"VT",4113109,14618411,76600972,13646342,19703587,11428106,12466182,12842805,4367687,1095570,543907,109439,397347,2019
"303",6,"WA",43319927,182056873,990763183,217071608,279147663,132085156,154884391,144778127,43092809,11615259,4530382,630034,2927754,2019
"304",6,"WI",32214282,141659718,771844101,152448756,186585142,94084940,133433415,138276645,46254032,13491306,4681083,868512,1720270,2019
"305",6,"WV",11837663,42171637,208488792,42495429,57202698,28039094,33264915,31712328,10775261,3175025,1228459,234305,361278,2019
"306",6,"WY",3839313,13439787,91453608,22698718,27926509,12653998,8881487,7621999,6449347,3887607,1084169,116967,132807,2019
"307",7,"AK",5380251,17410391,119944823,33133974,35922224,16190102,17171136,11273616,4271950,1277375,434614,84130,185702,2019
"308",7,"AL",25656785,125404169,593779012,111112902,152698574,81245673,101670489,101160094,32340821,9277287,2999527,786753,486892,2019
"309",7,"AR",16468796,76674300,367635140,73631484,97957977,49037356,59967794,57626872,19845047,6815937,1844160,496927,411586,2019
"310",7,"AZ",43467802,178173704,895606450,201826548,233977369,114986585,141653947,145890987,39868987,10409600,4347516,1192144,1452767,2019
"311",7,"CA",230735659,991784557,5766651044,1432138589,1546306322,674075734,859665385,860918652,277157457,79398012,22048582,5011881,9930430,2019
"312",7,"CO",37961275,138061561,866785680,188286230,238411315,111096344,137696496,133707605,38031474,12023206,3785313,834641,2913056,2019
"313",7,"CT",22148115,88265980,479488644,103358707,121705609,59895597,78344877,81457591,23371063,6482293,1784947,742077,2345883,2019
"314",7,"DC",6292692,15416856,121344606,41912289,31060423,17809948,19018834,9136969,1466993,260217,193516,119478,365939,2019
"315",7,"DE",5675602,24215032,117222887,25010669,29677369,13517249,19613632,19691761,6740926,1618150,722650,405796,224685,2019
"316",7,"FL",113396475,544864407,2404156056,547754125,589411742,305849646,413363973,397706737,105867992,27521907,10645931,2495803,3538200,2019
"317",7,"GA",57448574,267658439,1301372481,271231462,323263847,162099712,216073272,221568419,75415272,18155119,8186509,2770723,2608146,2019
"318",7,"HI",9392685,34507965,182007926,50621335,47971803,20177526,27283315,31167788,3620791,734536,197264,62910,170658,2019
"319",7,"IA",19937863,77603544,421501655,79591289,111460959,53824040,67301184,70774589,25865742,8349971,2739964,746179,847738,2019
"320",7,"ID",10265832,43948425,254346359,52846094,75239246,35931818,39668730,32346921,11710479,4400775,1564123,254566,383607,2019
"321",7,"IL",85894545,307871578,1831808990,447164458,444486341,227000096,295870549,295218356,88280903,18065868,7935921,3037952,4748546,2019
"322",7,"IN",41154854,165659352,857211093,186149645,207293790,108759750,142564111,147860321,44787640,11835766,4921192,1355160,1683718,2019
"323",7,"KS",18475614,71505017,383604834,83702899,99410269,44632851,58164007,64334357,22153679,6904215,2651349,698938,952270,2019
"324",7,"KY",27250118,110846884,596531960,112299600,151964796,79592379,101522737,103765630,32750187,9092297,3512636,1192757,838941,2019
"325",7,"LA",26949253,117068408,633124591,143862859,159241314,81589084,108678089,94145362,30305825,11319069,2926997,503066,552926,2019
"326",7,"MA",46488652,166823991,1113326267,259865698,295827822,144409408,173484126,169462122,49678277,10779091,3189771,849782,5780170,2019
"327",7,"MD",34022977,152728773,836294584,189532909,201312059,98824900,139460454,149250588,42541961,8000475,3737941,1257409,2375888,2019
"328",7,"ME",9229169,32134565,163599676,28166649,40097652,21802593,26425067,30130897,12075368,3252985,885309,179138,584018,2019
"329",7,"MI",62031247,246895006,1296099213,270298952,306905843,165928433,226113157,229766965,69654443,16330112,6477215,1582935,3041158,2019
"330",7,"MN",35742594,137672367,675813729,137481087,152096563,76648343,110194061,134030384,43161251,13487135,5716554,945354,2052997,2019
"331",7,"MO",39435793,149903682,791995667,160275331,196003041,94917076,130692238,146025946,44822560,11837822,4648184,1254054,1519415,2019
"332",7,"MS",16017865,76281659,334636054,74436741,89336845,38122647,49402874,52429556,20678684,6786721,2438939,615458,387589,2019
"333",7,"MT",7567488,25263310,148888562,35119923,44709980,18589619,19615554,16309236,8333254,4445911,1333501,194457,237127,2019
"334",7,"NC",52005163,268903148,1599308955,327558986,430026249,217472539,267603788,254187720,75671082,17494046,5568049,1543138,2183358,2019
"335",7,"ND",5114254,18376151,91053677,19180216,25667025,12715828,11612549,10462092,5720399,3896337,1495312,197185,106734,2019
"336",7,"NE",11967742,47656852,246075981,47131637,65830104,33463631,42430859,37657082,12219845,4781804,1567547,422547,570925,2019
"337",7,"NH",8201243,33720398,176520811,27595946,38654465,22428290,31139886,36695621,14305398,3236452,1101804,211010,1151939,2019
"338",7,"NJ",56386960,218933123,1341054926,357904646,348847278,158530781,194666848,189078613,62053507,17559804,6518116,1712587,4182746,2019
"339",7,"NM",12558249,52201464,348926005,77439865,102457959,46398534,54103640,40526871,16731611,8121514,2447343,387838,310830,2019
"340",7,"NV",19127992,74650635,416750028,106951923,107041686,51699979,68979324,61481469,12129736,4875418,2336327,615367,638799,2019
"341",7,"NY",148152237,455804519,3218170341,894792701,793119835,403907978,512740486,446918394,114736481,28715551,10816661,2501353,9920901,2019
"342",7,"OH",73016945,288248158,1485492224,314367344,346425847,181984237,263478465,279417435,70864254,17390672,5641376,2704349,3218245,2019
"343",7,"OK",23866117,97995627,469631327,104690429,117842157,54895020,74923469,81541090,24075651,7760907,2946483,566657,389464,2019
"344",7,"OR",27396198,102118733,626214921,144617925,191891990,83234304,84017465,85947388,24053791,7647614,2572709,524692,1707043,2019
"345",7,"PA",82409774,313395591,1651206010,371883511,417460395,207692727,276890480,271705366,70920958,20710246,9195570,2347621,2399136,2019
"346",7,"RI",6338965,26337608,147867092,31084752,36396482,18743091,25067832,26614323,7758202,1206818,380079,87772,527741,2019
"347",7,"SC",26701994,130424079,654625332,129038956,169758087,83390684,110168330,115554732,33049269,8726435,2941526,746330,1250983,2019
"348",7,"SD",5888051,21377534,113490568,24337313,30901273,13844196,15970990,15983017,7202758,3444690,1388910,206270,211151,2019
"349",7,"TN",39258667,169970191,886344610,173515326,227217854,112646873,150751593,159621874,43676555,11525272,4166961,1665565,1556737,2019
"350",7,"TX",149854232,737183209,3389064460,745907483,838053420,401323025,537883441,589752149,190536640,54372312,21228045,4951095,5056850,2019
"351",7,"UT",19903924,77790747,482061526,110527386,134771851,63518697,73874265,65001531,21937766,6351579,4089867,985111,1003473,2019
"352",7,"VA",47405504,215835801,1225797832,273612977,310813374,156907183,204019381,199661722,57006646,13253402,4819999,1900169,3802979,2019
"353",7,"VT",4333036,15022868,78862064,13079517,19777495,11738209,13136438,13977710,4936609,1184291,494826,114286,422683,2019
"354",7,"WA",43567416,189321944,1104591084,237597748,313624902,148895383,175492889,162058337,46550617,11930366,4966657,579542,2894643,2019
"355",7,"WI",35257388,144412412,750740774,137717938,178126217,90773725,133915091,140735726,47816556,13499774,4907354,937404,2310989,2019
"356",7,"WV",12302655,43506955,222260956,45039977,61209272,30205285,35732142,33794148,11238470,3112714,1217356,257690,453902,2019
"357",7,"WY",4123126,13731944,94251597,22212493,28767684,13474802,9415641,8246719,6951809,3862264,1039935,116482,163768,2019
"358",8,"AK",4811311,17979331,113608047,28385371,30235398,13477600,22050767,13530988,4065471,1215397,352511,119536,175008,2019
"359",8,"AL",24531265,126529689,599486604,113854333,150385830,76722377,106036962,107033707,32368815,9168854,2822437,604421,488868,2019
"360",8,"AR",15692601,77450495,367187854,74789792,96859316,46486178,62247503,58718343,19366466,6109994,1733726,443134,433402,2019
"361",8,"AZ",40801984,180839522,946764653,206545903,236171112,121418381,157502377,167462537,42497938,9225382,3568363,1122003,1250657,2019
"362",8,"CA",216731777,1005788439,5859171593,1366843664,1628425877,780362811,878469252,824956161,269781431,76574085,19465193,3870699,10422420,2019
"363",8,"CO",34825674,141197162,910119163,191709106,238991496,124899461,152182784,147504351,37257806,11521366,3181932,596011,2274850,2019
"364",8,"CT",20582730,89831365,445396406,96111339,117764231,57047870,67295785,69730437,21759994,7853630,2868573,1258831,3705716,2019
"365",8,"DC",6256391,15453157,126546517,45024810,32711807,17309096,18945669,9958720,1767490,297151,219911,102543,209320,2019
"366",8,"DE",5311117,24579517,117944808,25948050,30116846,13114043,19013066,19534758,6709955,1953551,940524,432127,181888,2019
"367",8,"FL",108705977,549554905,2539199418,566295084,615458224,325656764,447255144,432816930,110267906,27370622,9456173,1869407,2753164,2019
"368",8,"GA",55993546,269113467,1345154794,288688507,335566350,161433408,226937906,228775877,74673508,17044757,7304590,2374461,2355430,2019
"369",8,"HI",9032019,34868631,188397888,51165012,51630091,21666911,26346709,32742305,3648088,748088,271703,72601,106380,2019
"370",8,"IA",18154222,79387185,416460242,78779777,108501457,57650918,67284647,66473190,25101437,8040234,2876975,813791,937816,2019
"371",8,"ID",9575338,44638919,248039445,50639714,70043779,36235299,39275639,34258906,11533180,4105228,1370286,220343,357071,2019
"372",8,"IL",81171814,312594309,1874731801,470926490,459633143,231544194,287678574,294807681,93965904,19448326,8552477,2915409,5259603,2019
"373",8,"IN",38408088,168406118,871218698,191352043,214060122,108710093,142748092,149286783,44277567,12042830,5256571,1465823,2018774,2019
"374",8,"KS",17720230,72260401,380274079,82890955,98707036,42323436,60955950,63320934,21588881,6665643,2372859,687570,760815,2019
"375",8,"KY",25627416,112469586,606296504,120305058,154712543,76780327,100851884,105936127,33102523,8889259,3570228,1289554,859001,2019
"376",8,"LA",25131291,118886370,662790188,149660919,163900400,83725918,120051242,100796711,30150148,10872150,2728198,430284,474218,2019
"377",8,"MA",43966930,169345713,1085092879,255527382,302302401,139212394,159101870,156341805,46955619,12857550,4580051,1316698,6897109,2019
"378",8,"MD",33012814,153738936,844264922,191447365,201361867,103870245,144234603,144160296,42165251,8567214,4164670,1919148,2374263,2019
"379",8,"ME",8412460,32951274,152763940,25991466,37379920,19371698,24692793,29103627,10906149,3311971,1106093,263689,636534,2019
"380",8,"MI",57799436,251126817,1314557999,275270411,307382012,171306303,228374189,231124233,71525228,17601084,6702884,1713060,3558595,2019
"381",8,"MN",32784877,140630084,695283405,141369851,154568382,77507081,111313722,142632490,46191081,13331051,5254585,908557,2206605,2019
"382",8,"MO",37564378,151775097,791579749,165644108,193695457,94630575,128105771,144812381,45319351,12410492,4244153,1115243,1602218,2019
"383",8,"MS",15110824,77188700,341506176,77696656,91223714,36749400,50288315,55049938,20668318,6557581,2358202,571196,342856,2019
"384",8,"MT",6715371,26115427,143485669,32094498,39332909,18335199,19802355,20822356,7689323,3876799,1135517,162905,233808,2019
"385",8,"NC",51494773,269413538,1619017477,341572374,435268305,207801271,268417969,261386716,77540982,17542692,5224653,1804397,2458118,2019
"386",8,"ND",4617370,18873035,87710180,18402753,23122324,11650296,13151654,11375228,5271059,3197081,1258916,161112,119757,2019
"387",8,"NE",11190746,48433848,241273553,46951348,63806362,33132098,41716303,37123488,11520578,4510341,1544177,414055,554803,2019
"388",8,"NH",7399886,34521755,164368987,25209582,36096909,20955291,27969351,33797973,13367865,3445571,1780051,252881,1493513,2019
"389",8,"NJ",54103354,221216729,1299891084,334695075,343400882,155958489,186673730,179803205,63307219,19687821,8686313,2933974,4744376,2019
"390",8,"NM",11939449,52820264,363550548,82511708,102525290,47151095,58755974,46093416,16459381,7509577,2030351,279067,234689,2019
"391",8,"NV",18539212,75239415,439067491,113451895,111633201,52351376,74937510,67319024,11951659,4499384,1935556,525165,462721,2019
"392",8,"NY",142521191,461435565,3219932817,900787016,823913913,394082752,494929133,432727891,114599755,30420928,13623579,2718323,12129527,2019
"393",8,"OH",68846015,292419088,1540404672,342805017,367273671,180560161,260661508,286689006,72482260,17875509,5867139,2997055,3193346,2019
"394",8,"OK",23241679,98620065,471181454,106302924,116680654,56345690,74770745,82430886,23616607,7551881,2575429,491761,414877,2019
"395",8,"OR",25384560,104130371,619127688,141559140,179107287,82837744,88869916,90101670,24679817,7166309,2480667,569070,1756068,2019
"396",8,"PA",77640832,318164533,1708943087,392150030,436971286,210524310,283194134,272519334,74655213,22573338,11033179,2848210,2474053,2019
"397",8,"RI",5904604,26771969,141357713,29450776,37132129,19207914,22776731,22593164,6510976,2010790,787524,139143,748566,2019
"398",8,"SC",25723150,131402923,667443037,131071033,172095663,84941016,116563533,117332304,32744793,8189011,2659648,664082,1181954,2019
"399",8,"SD",5314267,21951318,111390818,23853551,28760985,12925797,17393985,16608891,7127862,3047779,1231281,198038,242649,2019
"400",8,"TN",36768806,172460052,910124055,184070806,228102361,112783109,152733841,170265384,44171293,10763675,4084134,1497868,1651584,2019
"401",8,"TX",145072577,741964864,3537596496,800166409,871014793,411311267,561712199,620976566,194502776,51234551,18285115,3890552,4502268,2019
"402",8,"UT",18095588,79599083,484858698,103344846,141482280,64856476,72580411,66957017,23835904,6471544,3359335,864270,1106615,2019
"403",8,"VA",44294688,218946617,1223858633,269975460,302632152,158060791,217091992,196040301,55136370,13662045,5238502,2130875,3890145,2019
"404",8,"VT",3940585,15415319,73368392,12979582,18036780,10054193,11885067,13029125,4859187,1143458,669821,191332,519847,2019
"405",8,"WA",40319194,192570166,1125508537,233599127,295541903,156009193,198709613,173588247,48440871,11960437,4176663,570012,2912471,2019
"406",8,"WI",32074820,147594980,765801597,141045976,179027599,95260042,139269202,141020856,47964481,13455578,4894408,1066416,2797039,2019
"407",8,"WV",11359134,44450476,224408550,45778724,60700693,29451806,36854197,34744365,11612956,3210879,1365189,229764,459977,2019
"408",8,"WY",3692519,14162551,87706716,20331380,25753932,11012601,11164172,8401741,6589073,3256588,921326,108592,167311,2019
"409",9,"AK",4900728,17154732,113401039,31509460,31547586,14168498,17859446,12722766,3877488,1066779,359813,123036,166167,2019
"410",9,"AL",25047508,121140512,592989880,115887816,148570057,79821897,103168239,101515316,31656876,8781865,2613159,587561,387094,2019
"411",9,"AR",15418445,74720035,375074912,78256127,100148955,49401707,60869766,58501975,19520063,6013022,1606572,399352,357373,2019
"412",9,"AZ",42620556,171871224,895656561,207200132,230235025,112255584,143174257,148659574,38940798,9091505,3737451,1054400,1307835,2019
"413",9,"CA",226268674,956815406,5653235588,1440095995,1491486673,679226644,844284052,828732904,262894309,74286208,19609860,4027818,8591125,2019
"414",9,"CO",36072257,134272423,880244192,197654234,234162620,115874899,142301838,136181785,36546433,11387738,3323035,607751,2203859,2019
"415",9,"CT",21209660,85642690,467247845,105467266,116767029,57756267,74629875,77559811,23419220,6657824,1966579,795146,2228828,2019
"416",9,"DC",6286633,14722607,125955302,47115976,31140869,17443943,18591564,9468319,1418374,265249,185702,89394,235912,2019
"417",9,"DE",5471554,23454866,115453826,25678217,28835418,13347723,19245114,19058728,6477817,1664503,735345,267305,143656,2019
"418",9,"FL",111266847,525759813,2511897274,586223964,630543304,318424007,424823035,407913072,105133200,25771792,8599248,1791196,2674456,2019
"419",9,"GA",56269692,258349998,1303915382,281726233,321313003,162226060,218341150,219632044,72547510,16820939,7153023,2187866,1967554,2019
"420",9,"HI",9312263,33172237,169685037,49509646,44367675,19725887,23228238,28697338,3061043,657642,246255,64031,127282,2019
"421",9,"IA",18635042,75759868,418462809,83805861,111112751,53226998,64670705,68951991,25132549,7492339,2484618,667599,917398,2019
"422",9,"ID",9947145,42518265,237877615,49541473,68342447,33422474,37239184,32326341,11076843,4082590,1303084,188967,354212,2019
"423",9,"IL",81083946,299980044,1847074856,468287217,446541719,228673263,286258080,293595373,91116732,18299621,7746364,2461904,4094583,2019
