"Month","State.Postal.Code","Population.Staying.at.Home","Population.Not.Staying.at.Home","Number.of.Trips","Number.of.Trips.1","Number.of.Trips.1.3","Number.of.Trips.3.5","Number.of.Trips.5.10","Number.of.Trips.10.25","Number.of.Trips.25.50","Number.of.Trips.50.100","Number.of.Trips.100.250","Number.of.Trips.250.500","Number.of.Trips.500","year"
"424",9,"IN",38826896,161315884,857627601,189346541,209221159,108609140,140102449,147128931,43935795,11891601,4662972,1250916,1478097,2019
"425",9,"KS",17441401,69636629,393013037,88873686,103561010,45249933,59064967,63613749,22403161,6740171,2239234,575989,691137,2019
"426",9,"KY",25867914,107774346,612613448,122008126,154591576,80781893,103862861,105621310,32610366,8275289,3240693,1013764,607570,2019
"427",9,"LA",25493616,113878314,660735104,155908395,163714950,85746999,114197986,97721769,29834060,10284260,2543130,389139,394416,2019
"428",9,"MA",45041468,161390122,1097224246,271594352,289095454,140788047,166262962,163114897,46674352,10916982,3460323,958243,4358634,2019
"429",9,"MD",33000743,147726757,814566947,187018217,191369354,100701358,139173044,141661384,40016475,8171387,3448053,1251886,1755789,2019
"430",9,"ME",8464036,31565384,156159828,26500440,38057067,20513668,25605642,29491779,11059776,3255461,965921,259627,450447,2019
"431",9,"MI",58584210,240376680,1295387958,276358117,304395355,165700463,225742205,229079979,68155464,16083719,5626112,1461849,2784695,2019
"432",9,"MN",32558743,135262187,682012857,141305503,153233085,76911221,109363495,136721192,44146795,12751012,4763974,783611,2032969,2019
"433",9,"MO",37332502,145899248,815897703,174115878,201908285,97972293,133070708,145981899,45259568,11275978,3985038,930516,1397540,2019
"434",9,"MS",15056976,74265144,341554173,77705005,89888859,38647106,50704017,55139758,20235868,6348536,2126382,504169,254473,2019
"435",9,"MT",6885116,24886624,137916861,31992548,39863830,17682868,18267938,17404011,7445275,3677872,1196485,161974,224060,2019
"436",9,"NC",52548693,258007737,1607487227,347094262,426755361,213731934,264669802,256241711,74526165,16478143,4750114,1389963,1849772,2019
"437",9,"ND",4645164,18087486,85890321,18654170,23991056,11572831,11712377,9979815,5057803,3307110,1325171,175080,114908,2019
"438",9,"NE",11157161,46544059,246099492,49246901,65948012,33555639,41739141,36639328,11900300,4554662,1597753,391658,526098,2019
"439",9,"NH",7660789,32908541,165775764,26228416,36253521,22164456,28349012,34041111,12977851,3243994,1294497,214590,1008316,2019
"440",9,"NJ",53988836,212449954,1299430230,344552245,328370438,159475967,191817041,184343936,61963174,17741944,6166809,1860677,3137999,2019
"441",9,"NM",11993257,50677433,344439711,79120051,98095276,45179967,54371133,41971695,15637341,7385969,2113127,304862,260290,2019
"442",9,"NV",19419429,71334081,418349015,111884933,106680450,51288188,68926958,60471351,11671778,4447495,2008326,474144,495392,2019
"443",9,"NY",142127699,442346581,3131168703,891588655,771590103,391774009,490632717,426876096,110022781,27611045,10495808,2383221,8194268,2019
"444",9,"OH",69630543,279980847,1512179094,336792540,360291397,181388719,257359592,277875408,70624337,17501803,5528787,2440238,2376273,2019
"445",9,"OK",23076984,94853736,479303449,113320281,121433353,56743133,72183972,81442179,23667183,7257761,2371756,486508,397323,2019
"446",9,"OR",26308709,99028321,602837807,140430426,175744859,79239596,87435634,85532047,23296889,6940267,2303960,504312,1409817,2019
"447",9,"PA",77379259,305658191,1654003818,383670675,418918370,208210784,274199184,265035811,70648839,20195970,9059824,2114439,1949922,2019
"448",9,"RI",6156543,25465947,144081221,32730592,35836490,18497147,23615985,24337865,6494232,1359757,537529,104032,567592,2019
"449",9,"SC",26131234,125926256,647487318,129230257,168480170,84456976,110436223,111678080,31331968,7904805,2571629,542494,854716,2019
"450",9,"SD",5281493,21104557,108053745,23588275,29089098,12566018,15741207,15418469,6845518,3074509,1290371,216319,223961,2019
"451",9,"TN",37104902,165374638,902745042,182743073,226286767,114718717,152803523,164930623,43942270,10914469,3779583,1305345,1320672,2019
"452",9,"TX",145969222,712454108,3498903626,815776165,862051432,411359888,548322173,596321247,188499813,50205239,18490967,3927163,3949539,2019
"453",9,"UT",18664312,75878918,460815481,104319709,123741596,60461032,70876587,67181682,22485546,6516045,3518948,763123,951213,2019
"454",9,"VA",45405363,209344287,1199737631,271426067,296050915,156052057,209177672,192493418,52722194,12829758,4730191,1602712,2652647,2019
"455",9,"VT",3968645,14762875,75092966,13755638,18130836,10759816,12468552,13101057,4654937,1085286,551877,146171,438796,2019
"456",9,"WA",42017093,183359707,1072250236,234562580,290192990,146684903,175783508,160630134,45777740,11641580,3931686,578621,2466494,2019
"457",9,"WI",32620544,141253456,751829032,143946725,181289599,91736295,131807774,136621185,46340692,12827458,4312102,847108,2100094,2019
"458",9,"WV",11346134,42663166,223463648,45378439,60510240,30224623,36699074,34849797,11033765,3035896,1205020,200290,326504,2019
"459",9,"WY",3707112,13571988,85517715,20027210,25134141,11749686,9397359,8239178,6378001,3351752,957214,112373,170801,2019
"460",10,"AK",5192822,17597820,115402949,35356926,32746408,15413878,16611906,10957856,3176449,700989,256343,67938,114256,2019
"461",10,"AL",27081675,123979279,530808311,108808180,126166533,70484839,90592288,94017256,30047276,7943024,2086662,489149,173104,2019
"462",10,"AR",17035849,76107247,335464342,73917384,82181296,43227135,53674923,55316723,19209259,5982537,1441020,334109,179956,2019
"463",10,"AZ",45634252,176007254,879765714,227484982,214855470,110919544,134712763,140442004,36795801,9243845,3667893,835365,808047,2019
"464",10,"CA",234754542,987765674,5613173433,1538153161,1435999779,654815279,824245316,826405528,248411974,62861985,14762868,3075154,4442389,2019
"465",10,"CO",39943089,136079747,845747348,210001680,223264425,106419195,131788413,125445819,33955660,10104928,2904243,641042,1221943,2019
"466",10,"CT",21789895,88624200,468402869,106732419,112820845,57027001,78150209,82806428,23052019,5391733,1204480,441362,776373,2019
"467",10,"DC",6909132,14800416,104992507,38273604,26335697,15074976,15764478,7930614,1043377,210637,132422,71538,155164,2019
"468",10,"DE",5696752,24193882,116600082,26811052,26896310,13502564,19546343,20739157,6923481,1489319,504204,134336,53316,2019
"469",10,"FL",115014901,543245981,2408634597,603396612,568951204,305414310,404619612,392266359,100208998,22431073,7806338,1703679,1836412,2019
"470",10,"GA",59981299,265125714,1179011789,258453778,272141727,146361398,200072842,208674260,68684872,15536387,6331009,1682156,1073360,2019
"471",10,"HI",9595504,34305146,169722961,51388122,41378752,18312354,24774816,29802317,3161220,629004,149336,44043,82997,2019
"472",10,"IA",20086470,77454937,417744895,90487409,105798763,52067875,64589433,69325528,25047972,7566461,2098497,431059,331898,2019
"473",10,"ID",11042419,43171838,237845152,55627935,66509285,33869876,36535986,29640094,10520713,3645242,1183129,147415,165477,2019
"474",10,"IL",85001232,308764891,1799570124,470433212,417183941,224030912,286043177,291184740,84916452,16079892,6073371,1750697,1873730,2019
"475",10,"IN",41960063,164854143,835610688,198673456,189389739,102892214,136466010,147740887,44437450,10816439,3611508,916041,666944,2019
"476",10,"KS",18997813,70982818,371816473,91626153,92683414,42463634,53828606,60383431,21560595,6428507,2078946,443269,319918,2019
"477",10,"KY",28166725,109930277,583994763,126783149,139321767,75044612,98679693,101724436,31133671,7701643,2638901,657660,309231,2019
"478",10,"LA",27607328,116410333,595883622,146167317,138297423,74832775,100633000,92393942,30148628,10586506,2304709,305812,213510,2019
"479",10,"MA",46053776,167258867,1099308115,273136205,277163901,141625757,172318492,174288969,47620041,8627483,2216738,530417,1780112,2019
"480",10,"MD",34561938,152189812,794745754,187642979,181065263,95671645,135553331,145556176,38178916,6895204,2568222,763908,850110,2019
"481",10,"ME",9044135,32319599,163191540,29577621,37855330,20736950,27040902,31603092,12289541,3088396,699662,126919,173127,2019
"482",10,"MI",61990609,246935644,1270860457,291297138,286985196,157819423,217311975,229110482,68100528,14009115,3908298,1026164,1292138,2019
"483",10,"MN",34389839,139025122,682190229,154304201,146400009,76236464,111103111,134955478,41851884,11760342,4106444,569861,902435,2019
"484",10,"MO",40282747,149056728,749772674,169329823,172345119,88061260,121285818,139277775,43444134,10942726,3644831,682930,758258,2019
"485",10,"MS",16477312,75822212,295026775,67820429,71689125,32073322,45137266,51035237,19194803,5839813,1719252,397129,120399,2019
"486",10,"MT",7730272,25100526,140365935,36496735,39513723,16983949,19629250,15663563,7237388,3502935,1087631,139074,111687,2019
"487",10,"NC",56319747,264588564,1384826838,296519280,342201114,181263488,234946313,237445657,71784439,14872392,3956287,955469,882399,2019
"488",10,"ND",5022607,18467798,87933495,21836391,24591738,12492448,10692061,9154689,4612212,3170642,1192739,132373,58202,2019
"489",10,"NE",12050634,47573960,240880163,55086816,62912651,31991188,38556498,34633587,11420384,4412487,1351148,284336,231068,2019
"490",10,"NH",7911270,34010371,176665723,28752955,35829365,22281329,32227857,39170189,14292071,2859130,775402,113024,364401,2019
"491",10,"NJ",55390793,219929290,1324748927,371948709,326799288,158630269,195510860,191622883,59737463,13967472,4178131,1154008,1199844,2019
"492",10,"NM",13099355,51660358,338027458,87020519,91793908,42904137,51490879,38834932,15822343,7623677,2122220,281189,133654,2019
"493",10,"NV",20786573,72992054,396235679,112651899,97943850,49065763,64481649,54548912,10607995,4349748,1882361,378995,324507,2019
"494",10,"NY",149302050,454654706,3072812478,893475223,734776721,378598470,489842871,431751494,107364606,23922712,8001995,1536065,3542321,2019
"495",10,"OH",74279035,286986068,1479794599,346954951,326173775,176369640,253094892,284081239,71599935,15067573,3852280,1484351,1115963,2019
"496",10,"OK",25338740,96523004,438345840,110774201,102142625,50377212,65812543,77015542,22567313,6931525,2129877,385096,209906,2019
"497",10,"OR",28505424,101009507,601260748,153894810,175662426,76469833,81777518,82537584,21718021,6316954,1803900,371660,708042,2019
"498",10,"PA",82808572,312996793,1628389384,401704375,392506046,199750457,267294974,271591280,68696703,17651360,6746899,1438311,1008979,2019
"499",10,"RI",6416800,26259773,143176164,34265671,33239269,17696662,24074118,25669668,6459735,1111533,311649,92450,255409,2019
"500",10,"SC",27467945,129658128,606856376,126590778,146806134,77521988,103584368,110895016,30956593,7570273,2106594,418853,405779,2019
"501",10,"SD",5852878,21412707,110805953,27973096,29748264,13273437,14736901,14689754,6074295,2967117,1110572,131166,101351,2019
"502",10,"TN",40442052,168786806,822825310,175845185,193637676,103358233,140079372,152609333,41859331,10618002,3174720,976365,667093,2019
"503",10,"TX",155912121,731125320,3282518528,831679504,758216799,377896442,509481342,559727205,174788732,48223760,16959030,3327772,2217942,2019
"504",10,"UT",20403652,77291019,472336919,121118568,127250023,61202885,71255440,61424275,19758014,5587761,3556584,679767,503602,2019
"505",10,"VA",48188155,215053150,1161025712,281182289,277047888,144597332,194604410,192931789,53001202,11512952,3617577,1136948,1393325,2019
"506",10,"VT",4279403,15076501,77915936,15052375,19194024,11006331,12586571,13707776,4755830,974778,385110,84870,168271,2019
"507",10,"WA",44936724,187952636,1066007465,254451549,285569185,143461168,168803692,155845326,43081499,9952118,2993966,439400,1409562,2019
"508",10,"WI",34766566,144903234,741933794,151015751,168660941,88772681,127456344,142195323,47093234,11681484,3443308,609732,1004996,2019
"509",10,"WV",12525970,43283640,218030471,49968633,56160202,28821581,34895700,33524942,10646227,2682475,1031009,147897,151805,2019
"510",10,"WY",4151269,13703801,87653047,22545051,25755723,11871038,9093321,7450083,6267803,3560470,928952,92193,88413,2019
"511",11,"AK",5153159,16902301,111756243,34783130,34133732,14740772,14662145,9566913,2965371,515540,216223,60139,112278,2019
"512",11,"AL",25890718,120297302,481540414,96678737,112233224,64823654,82116749,86400404,28724893,8003668,1888335,501077,169673,2019
"513",11,"AR",16124578,74013902,300151158,64710318,71827854,38382866,48083398,50911790,18089728,6253420,1423064,328066,140654,2019
"514",11,"AZ",44082388,170409392,837450952,221676297,212188817,105845688,124062931,125094998,33079693,9680387,4030969,895126,896046,2019
"515",11,"CA",229852190,953231890,5079732841,1396180422,1280890001,575208308,741653737,759944369,238095025,63453414,16437003,3802905,4067657,2019
"516",11,"CO",39133022,131211658,787089411,201491401,214086938,96519124,117347015,110703775,32099519,9713786,3101133,777108,1249612,2019
"517",11,"CT",21451367,85400983,429628068,94195662,100722609,53125490,74462609,79284093,21491488,4637470,822129,304199,582319,2019
"518",11,"DC",6942089,14067151,91094981,31067464,23268202,13696333,14309685,7277265,884871,196141,160992,75333,158695,2019
"519",11,"DE",5665045,23261375,107510702,23080812,24674372,12736511,18509153,20100119,6644656,1275780,373511,80042,35746,2019
"520",11,"FL",112153082,524873578,2182588679,544385202,512468208,278870406,364822394,355932564,93418953,20889766,8018012,1813953,1969221,2019
"521",11,"GA",57358147,257261543,1065002723,225493445,241239788,133127707,182182099,193899848,64357693,15535665,6448079,1766314,952085,2019
"522",11,"HI",9195991,33288509,160671412,50259787,38376211,16732218,23672996,27829221,2945062,624151,100763,39767,91236,2019
"523",11,"IA",19341590,75053320,392064587,84033956,99318726,46541066,60703790,67632873,23674462,7638973,1901428,372852,246461,2019
"524",11,"ID",10932021,41533389,228824414,55460285,65546691,31561082,33529921,27006004,10330587,3729120,1369653,141930,149141,2019
"525",11,"IL",81991220,299072770,1628834070,410961157,375201690,202500752,268582263,270829141,76674861,14914467,5708461,1732689,1728589,2019
"526",11,"IN",40761508,159381272,774460975,183105279,173355472,94322281,129110609,138260797,41805056,10124587,3063239,790826,522829,2019
"527",11,"KS",18173617,68904413,338358695,83376946,83255667,38167562,48137311,55438843,20289766,6621048,2276055,472960,322537,2019
"528",11,"KY",27314861,106327399,539561709,115628118,125958018,69625843,92591358,96269323,28917947,7526685,2304398,499215,240804,2019
"529",11,"LA",26357490,113014440,528498057,126197282,119402013,66145512,90426583,84323017,28343127,10724684,2429355,295572,210912,2019
"530",11,"MA",45703078,160728512,1008985993,242197391,249559556,131901124,162443838,167050262,45292603,7351566,1578784,379226,1231643,2019
"531",11,"MD",33730167,146997333,734875497,170854698,167844601,87241083,125158360,138360670,35464917,6124223,2529286,629450,668209,2019
"532",11,"ME",8894891,31134529,157090844,28233951,36362287,20325484,26032879,30205464,12210214,2928299,571264,79778,141224,2019
"533",11,"MI",60329992,238630898,1176588440,264343282,265136260,145328306,205593604,216133498,62478395,12513184,3182733,879299,999879,2019
"534",11,"MN",33431305,134389625,633053642,142453767,136281349,72600275,105523843,121857287,37502446,11236714,4321924,519613,756424,2019
"535",11,"MO",38361970,144869780,688304766,153201823,155963467,79321504,112458041,129884263,41462598,10939815,3840206,661618,571431,2019
"536",11,"MS",15505194,73816926,267321852,59806495,63000760,28936056,41532599,47856469,18198963,5939299,1577363,362037,111811,2019
"537",11,"MT",7618626,24153114,133370338,35855446,38469862,16453438,17164992,12949674,7151648,3871063,1189415,154507,110293,2019
"538",11,"NC",55252653,255303777,1266911629,270753559,309678417,165713213,212568884,220667454,67963017,14262208,3750065,850241,704571,2019
"539",11,"ND",4839052,17893598,83054458,20836833,23237094,11722783,9439036,8476087,4536904,3354811,1279458,127033,44419,2019
"540",11,"NE",11463231,46237989,225525123,51602348,58968619,29426910,35785920,32984645,10770228,4304772,1259115,245051,177515,2019
"541",11,"NH",7862920,32706410,170892019,26883483,33847089,21813174,31805385,39210370,14054127,2470046,541437,75096,191812,2019
"542",11,"NJ",54263628,212175162,1181973255,321071277,291301166,142744441,178112140,176205332,54385830,12582645,3734099,980835,855490,2019
"543",11,"NM",12723978,49946712,325608273,86126420,88835619,42139189,48071726,34671893,15167368,7818435,2305168,329842,142613,2019
"544",11,"NV",20339009,70414501,361625140,104561206,89901039,45047337,57711803,47290192,9875485,4413329,2027725,418459,378565,2019
"545",11,"NY",148370278,436104002,2804415212,792142316,669156814,351630306,453303514,404632662,100855373,21461926,6957538,1378477,2896286,2019
"546",11,"OH",72078297,277533093,1381200497,318327838,300457740,166172967,240306265,269449413,67463726,13880856,3082746,1241779,817167,2019
"547",11,"OK",23976044,93954676,393534452,98956583,89844563,43536983,59793872,70846133,21024228,6792049,2145974,392405,201662,2019
"548",11,"OR",28347233,96989797,568764207,151631448,169427849,70997565,70582520,75801251,20850523,6537853,1929989,417392,587817,2019
"549",11,"PA",80999237,302038213,1509963038,368101785,360472630,185812710,251124259,258211126,62752314,15673392,5769120,1331101,714601,2019
"550",11,"RI",6303231,25319259,134985178,30983284,30881236,16649895,24096559,24983262,6218597,742061,214143,69774,146367,2019
"551",11,"SC",26607259,125450231,554311455,113981632,130878846,69727314,94254795,105488103,29668459,7615707,1891050,421040,384509,2019
"552",11,"SD",5654786,20731264,105182451,26813838,28349856,12652081,13662199,13407491,5908856,3064357,1134443,110227,79103,2019
"553",11,"TN",38891392,163588148,759304836,159681492,176941160,96573309,130341133,141517796,39240165,10763016,2839660,835898,571207,2019
"554",11,"TX",148691243,709732087,2968213209,736834126,677608846,342635318,463421155,509516295,162525259,50228931,19410142,3724956,2308181,2019
"555",11,"UT",20115370,74427860,451291425,122563705,121285567,58182913,65919955,55509137,17506734,5181345,4003012,705647,433410,2019
"556",11,"VA",47422019,207327631,1066359190,256058644,253180761,132882087,177122897,181003103,50068514,10385479,3486368,1110740,1060597,2019
"557",11,"VT",4270497,14461023,77071666,15236320,19202324,11120139,12391146,13306068,4413477,940839,281057,53600,126696,2019
"558",11,"WA",44514477,180862323,992255556,245434525,273567010,129154839,149655060,139873349,39642956,9819655,3279788,476430,1351944,2019
"559",11,"WI",33680374,140193626,688775562,138737880,153302152,80490069,120037424,135752576,44430165,11327537,3378668,500853,818238,2019
"560",11,"WV",12396267,41613033,200518221,45188512,51570211,26610625,32830952,30887948,9767616,2428131,995623,134191,104412,2019
"561",11,"WY",4187592,13091508,85591467,23578942,24986751,11542242,8102125,7063157,5526574,3692027,946176,86206,67267,2019
"562",12,"AK",5368683,17421959,116780407,35697670,35828265,15574009,15501433,10219671,3029025,567310,199476,49531,114017,2019
"563",12,"AL",27464406,123596548,502962116,96480254,117258488,68959748,87538120,91271063,30133913,8419855,2137117,565438,198120,2019
"564",12,"AR",17000239,76142857,313545904,64945643,74525723,40748913,50890434,54425003,19230035,6650162,1579250,388814,161927,2019
"565",12,"AZ",45415599,176225907,861654496,216969717,217961290,111359273,131057022,132327306,35278541,10182521,4440468,1051570,1026788,2019
"566",12,"CA",242419512,980100704,5148283583,1351295259,1309653541,596079720,765530943,784356787,247181890,67233525,17845051,4275533,4831334,2019
"567",12,"CO",40165651,135857185,810617326,196888014,219566882,101597312,124024902,118289048,34186281,10363496,3382446,862392,1456553,2019
"568",12,"CT",23204046,87210049,435704035,90584619,103090337,54779257,77410517,81104914,21818338,4899291,954016,324183,738563,2019
"569",12,"DC",7344599,14364949,84969315,26743195,21519313,13029474,14317231,7684887,970752,220491,194349,99432,190191,2019
"570",12,"DE",5996371,23894263,110762718,22785453,25165248,13566718,19537824,20735520,7021807,1354237,446626,102691,46594,2019
"571",12,"FL",118414340,539846542,2205271979,521969925,513817890,289730063,378822513,366868157,97159618,22739225,9432452,2442198,2289938,2019
"572",12,"GA",61174832,263932181,1093966101,221798786,245291810,139190273,191261739,202790933,67179367,16071216,7169746,2075780,1136451,2019
"573",12,"HI",9491605,34409045,163841408,48889561,38911076,17338868,24934902,29627790,3146415,713366,116158,43432,119840,2019
"574",12,"IA",20269600,77271807,403238095,83765701,102627945,47937812,63190417,69853844,24895505,8101656,2115009,441932,308274,2019
"575",12,"ID",11320924,42893333,237057207,55543935,68807030,33476013,35134866,27805295,10667851,3830512,1448374,173350,169981,2019
"576",12,"IL",85759264,308006859,1670218826,399109067,384289261,213247222,280860688,285401306,81403189,15782250,6225880,2000794,1899169,2019
"577",12,"IN",43096464,163717742,796234502,179644925,177951549,99567522,134644354,145600581,43446168,10470699,3417336,884092,607276,2019
"578",12,"KS",19106220,70874411,346637473,81188774,85335214,40114509,50566058,58023491,21105232,6880988,2516916,534657,371634,2019
"579",12,"KY",28799452,109297550,559052394,115358308,129266768,73726125,97708207,100950304,30352024,8146891,2670964,586627,286176,2019
"580",12,"LA",27794440,116223221,546254577,125536672,123328054,69792251,94905280,88498045,29903391,10992829,2655020,392297,250738,2019
"581",12,"MA",48716108,164596535,1020793287,232228450,252077900,137047786,169941430,172918762,45198053,7544191,1821477,427073,1588165,2019
"582",12,"MD",36239617,150512133,741030004,161848090,168464603,90415792,129839050,142797706,36761792,6515249,2846008,753479,788235,2019
"583",12,"ME",9498152,31865582,160801254,28994574,36818328,20674098,26296805,31337891,12735671,3065575,618060,92296,167956,2019
"584",12,"MI",63376914,245549339,1216516424,260673969,272399296,153438459,217983684,227840333,65100753,13265814,3617024,954233,1242859,2019
"585",12,"MN",35083181,138331780,645735924,140286841,139586725,74522664,107575600,126267529,39385556,11864856,4741817,613566,890770,2019
"586",12,"MO",40441640,148897835,715024121,153622300,163175874,84227501,117790823,135847067,43428544,11328145,4173456,776859,653552,2019
"587",12,"MS",16497515,75802009,280746604,61073601,65935685,30874015,44626915,50770020,18918809,6195113,1798204,424595,129647,2019
"588",12,"MT",7876539,24954259,140816131,36520988,41704709,17571725,18572687,13513626,7662493,3782429,1190906,159265,137303,2019
"589",12,"NC",58844162,262064149,1304191021,271636301,317293309,171249725,221673858,230254679,70926577,15005495,4195569,1065055,890453,2019
"590",12,"ND",5118389,18372016,87317251,22853084,24784338,12154881,9642860,8196398,4548939,3468648,1446297,162260,59546,2019
"591",12,"NE",12054815,47569779,231135760,50156719,61101923,30803953,37630792,33763121,11165688,4593007,1401199,310841,208517,2019
"592",12,"NH",8421985,33499656,177038750,27278926,35466794,22832570,33413938,40192462,14346391,2533656,611664,93437,268912,2019
"593",12,"NJ",57793376,217526707,1198156990,306618738,296959563,149676434,187404671,182720976,55511129,12987555,4058669,1133223,1086032,2019
"594",12,"NM",13274958,51484755,328969736,82902750,90659053,43468990,49339857,35630188,15598440,8306441,2488696,402653,172668,2019
"595",12,"NV",21066561,72712066,366227737,99705807,91826353,46656672,60741952,49395027,10250549,4518186,2227240,484530,421421,2019
"596",12,"NY",157358302,446598454,2791893744,738999026,670702608,359793269,466906797,417227409,103020598,22473017,7447129,1601656,3722235,2019
"597",12,"OH",75869514,285395589,1419119197,311280754,308227509,175320457,253872705,280627806,69352888,14416483,3551672,1426505,1042418,2019
"598",12,"OK",25070483,96791261,409549652,98189950,94123456,45930802,63520910,75351121,22079369,7209223,2449621,481726,213474,2019
"599",12,"OR",29409194,100105737,589332993,151390130,176458606,76031133,74618841,79098061,21824658,6647324,2076670,452143,735427,2019
"600",12,"PA",85663173,310142192,1547675414,359730134,368776802,196511978,263949544,268975211,64516219,16449758,6362090,1528634,875044,2019
"601",12,"RI",6681034,25995539,136158973,29205566,31074966,17453604,24721577,26121456,6260256,797147,246776,74565,203060,2019
"602",12,"SC",28492167,128633906,569522302,111810574,133728115,73351143,99025630,109657613,30836897,7944726,2176520,523727,467357,2019
"603",12,"SD",5919390,21346195,107983717,26643182,29734026,13369968,14276733,13381344,5917514,3211975,1223880,136596,88499,2019
"604",12,"TN",41019036,168209822,788328533,158532286,182600700,102139591,137989169,149449812,41404742,11439828,3167423,944508,660474,2019
"605",12,"TX",156029210,731008231,3027740299,706373420,692220143,359360516,486707911,531833422,171022601,52541610,20867300,4331719,2481657,2019
"606",12,"UT",20667029,77027642,468984940,121040528,127056019,61813824,69866553,59027504,19191741,5491065,4161725,792189,543792,2019
"607",12,"VA",50503426,212737879,1080875932,245677622,255951135,137060386,184180969,187751330,52365525,11218398,3968621,1345185,1356761,2019
"608",12,"VT",4438522,14917382,80042274,15936311,19964926,11405368,12694671,14076824,4452706,973916,318780,64369,154403,2019
"609",12,"WA",46739988,186149372,1011120942,238099715,279061796,134464426,155661142,145629535,41991331,10498641,3656350,522147,1535859,2019
"610",12,"WI",35252272,144417528,714414709,140113720,158565696,84638117,125114054,141545447,47164769,12045551,3655426,599974,971955,2019
"611",12,"WV",13141437,42668173,205506412,44139039,52334074,28113812,34670910,32099831,10215064,2595696,1043990,162069,131927,2019
"612",12,"WY",4330790,13524280,87303878,22975766,26063336,12021191,8141605,7281280,5732659,3852829,1053217,98409,83586,2019
